,userid,version,sum_gamerounds,retention_1,retention_7,gameround_group
2956,324325,gate_30,37,True,False,A
2957,324407,gate_30,76,True,True,E
2960,324656,gate_40,109,True,True,H
2964,325280,gate_40,86,True,False,F
2965,325356,gate_40,53,True,True,C
2968,325589,gate_40,44,True,False,B
2973,327303,gate_30,99,True,False,G
2977,327940,gate_40,52,True,False,C
2985,328480,gate_40,76,True,False,E
2992,329826,gate_40,58,False,False,C
2993,329888,gate_30,173,True,True,O
3004,330794,gate_40,55,True,False,C
3005,330933,gate_30,40,True,False,B
3007,331298,gate_30,42,True,False,B
3012,331820,gate_30,167,False,False,N
3013,331835,gate_30,124,True,False,J
3015,331934,gate_40,82,False,True,F
3026,333806,gate_40,57,True,False,C
3027,334030,gate_40,44,True,False,B
3032,334624,gate_40,81,False,False,F
3036,334836,gate_30,112,True,True,I
3037,334959,gate_40,62,False,False,D
3038,334973,gate_40,98,True,False,G
3041,335984,gate_40,132,True,True,K
3045,336252,gate_40,114,True,True,I
3046,336263,gate_30,79,True,False,E
3048,336582,gate_30,57,True,False,C
3052,336953,gate_30,33,False,False,A
3054,337793,gate_30,118,True,True,I
3055,338042,gate_40,60,True,False,D
3059,338295,gate_40,62,False,False,D
3063,338571,gate_40,58,False,False,C
3072,339149,gate_40,170,True,True,O
3081,340107,gate_40,69,False,False,D
3085,340627,gate_30,170,True,True,O
3088,340686,gate_40,42,False,False,B
3089,340693,gate_40,68,False,True,D
3091,340787,gate_30,60,True,False,D
3094,341256,gate_40,46,True,False,B
3096,341445,gate_40,43,False,False,B
3097,341500,gate_30,39,False,False,A
3100,341795,gate_40,45,True,False,B
3106,342740,gate_30,70,True,False,E
3107,342877,gate_30,35,False,False,A
3111,343327,gate_40,114,True,True,I
3112,343565,gate_30,56,True,True,C
3113,344036,gate_30,93,True,False,G
3116,344751,gate_30,31,True,False,A
3121,345308,gate_30,101,True,False,H
3131,346381,gate_30,66,True,False,D
3133,346661,gate_30,116,True,True,I
3140,347818,gate_40,72,True,False,E
3147,348817,gate_30,46,True,False,B
3148,348880,gate_40,90,True,True,G
3149,348903,gate_40,41,True,False,B
3153,349257,gate_30,38,True,False,A
3156,349424,gate_40,61,False,False,D
3157,349885,gate_30,51,True,False,C
3161,350586,gate_30,70,True,True,E
3162,350614,gate_40,63,False,False,D
3163,350675,gate_40,62,True,False,D
3171,351879,gate_40,57,False,False,C
3175,352091,gate_30,45,False,True,B
3176,352246,gate_30,44,False,False,B
3180,352985,gate_40,83,True,False,F
3191,354470,gate_30,51,True,False,C
3193,354521,gate_30,42,True,False,B
3194,354651,gate_40,73,True,False,E
3198,354843,gate_30,164,True,False,N
3209,355749,gate_30,114,True,True,I
3212,356354,gate_40,58,True,False,C
3214,356475,gate_40,83,True,False,F
3225,357639,gate_30,115,True,False,I
3238,359350,gate_40,47,True,True,B
3242,359399,gate_30,30,True,False,A
3244,359728,gate_30,122,True,True,J
3247,360266,gate_30,50,True,False,C
3250,360759,gate_30,132,True,False,K
3256,361511,gate_40,82,True,False,F
3264,362420,gate_40,76,True,True,E
3265,362440,gate_30,69,True,True,D
3272,363287,gate_30,39,True,False,A
3274,363575,gate_40,136,True,True,K
3277,364115,gate_40,137,True,True,K
3279,364168,gate_40,66,True,False,D
3280,364204,gate_40,44,False,False,B
3288,364769,gate_40,149,True,True,L
3297,365300,gate_40,65,True,False,D
3300,365570,gate_30,113,True,True,I
3304,365918,gate_30,61,True,False,D
3312,366343,gate_30,71,True,False,E
3313,366880,gate_30,34,True,True,A
3314,366990,gate_30,190,True,False,H
3315,366999,gate_30,62,True,False,D
3316,367125,gate_40,113,True,True,I
3330,368805,gate_30,42,True,True,B
3332,369076,gate_40,66,True,False,D
3334,369128,gate_40,40,True,False,B
3336,369151,gate_30,154,True,False,M
3337,369193,gate_40,66,False,False,D
3338,369230,gate_30,65,True,True,D
3339,369288,gate_40,70,False,False,E
3340,369342,gate_30,30,False,True,A
3344,369614,gate_30,122,True,False,J
3352,370747,gate_30,32,False,False,A
3356,371112,gate_40,95,True,True,G
3359,371320,gate_30,54,True,False,C
3360,371366,gate_30,149,True,True,L
3366,372834,gate_40,135,True,False,K
3367,372977,gate_30,84,True,True,F
3373,373279,gate_30,69,False,False,D
3376,373683,gate_40,45,True,False,B
3378,373990,gate_30,66,True,True,D
3388,374894,gate_30,33,False,False,A
3389,374940,gate_30,126,True,True,J
3391,375105,gate_30,33,True,True,A
3405,376057,gate_30,134,False,True,K
3406,376089,gate_30,83,True,False,F
3408,376530,gate_40,103,True,False,H
3409,376569,gate_30,35,True,False,A
3410,376764,gate_30,33,True,False,A
3411,376934,gate_30,177,False,True,O
3413,377121,gate_40,53,True,False,C
3423,378647,gate_30,90,True,True,G
3427,379436,gate_30,84,False,False,F
3433,380111,gate_40,53,True,True,C
3437,380366,gate_30,182,True,True,P
3440,380489,gate_30,30,True,False,A
3443,380930,gate_30,92,False,True,G
3444,380963,gate_30,34,True,False,A
3447,381339,gate_30,60,False,True,D
3452,381938,gate_30,42,False,True,B
3465,383494,gate_40,47,True,False,B
3467,383936,gate_40,137,False,True,K
3470,384168,gate_30,92,True,True,G
3475,384453,gate_40,52,True,False,C
3480,385221,gate_30,65,True,False,D
3481,385313,gate_30,35,True,True,A
3482,385491,gate_30,124,True,True,J
3491,386111,gate_30,70,True,False,E
3495,386538,gate_40,97,True,False,G
3496,386608,gate_30,107,True,True,H
3497,386696,gate_40,96,True,False,G
3498,386733,gate_40,62,True,False,D
3504,387258,gate_30,97,True,False,G
3511,387797,gate_30,46,True,False,B
3518,389019,gate_40,147,True,False,L
3519,389215,gate_30,105,True,False,H
3523,389471,gate_30,38,True,False,A
3525,389624,gate_30,112,True,False,I
3526,389687,gate_30,55,False,True,C
3528,389849,gate_40,40,True,False,B
3533,390166,gate_30,34,False,False,A
3535,390377,gate_30,73,True,False,E
3537,390405,gate_30,167,False,True,N
3545,391522,gate_30,40,True,False,B
3546,391808,gate_30,133,False,True,K
3547,391832,gate_40,131,True,True,K
3554,392282,gate_40,113,True,True,I
3562,393656,gate_30,75,True,False,E
3580,395411,gate_40,45,True,False,B
3586,396541,gate_40,104,True,False,H
3599,397793,gate_30,67,True,False,D
3601,397904,gate_40,78,False,False,E
3605,398238,gate_30,40,False,False,B
3608,398647,gate_40,83,True,False,F
3610,398801,gate_40,45,True,True,B
3611,398917,gate_30,34,True,False,A
3612,399150,gate_30,32,False,False,A
3615,399562,gate_40,45,True,False,B
3621,400320,gate_40,188,True,True,P
3622,400336,gate_30,49,True,False,B
3624,400492,gate_40,137,False,True,K
3626,400536,gate_40,61,False,False,D
3634,401693,gate_40,118,True,False,I
3638,402425,gate_40,42,False,False,B
3640,402485,gate_40,47,False,False,B
3641,402916,gate_30,49,False,False,B
3646,404167,gate_40,55,True,False,C
3647,404642,gate_40,72,True,True,E
3649,404874,gate_30,61,True,True,D
3655,405327,gate_40,137,True,False,K
3656,405380,gate_40,50,True,True,C
3657,405466,gate_30,35,False,True,A
3665,406470,gate_30,112,True,False,I
3669,407091,gate_40,164,False,False,N
3671,407313,gate_30,51,True,False,C
3675,407521,gate_40,90,False,False,G
3680,407828,gate_40,174,True,True,O
3684,408318,gate_40,59,True,True,C
3695,409519,gate_30,42,True,False,B
3696,409570,gate_30,70,True,False,E
3699,409679,gate_40,40,True,False,B
3702,410025,gate_40,50,True,False,C
3703,410165,gate_30,33,True,False,A
3704,410565,gate_30,59,True,False,C
3712,412011,gate_30,39,True,False,A
3713,412056,gate_30,36,True,False,A
3717,412334,gate_30,46,False,False,B
3720,412989,gate_40,111,False,False,I
3721,413042,gate_40,160,True,False,N
3722,413323,gate_40,52,True,False,C
3723,413477,gate_40,86,True,False,F
3725,413543,gate_30,126,False,True,J
3730,414066,gate_30,72,True,True,E
3731,414136,gate_30,37,True,False,A
3732,414145,gate_30,39,True,True,A
3736,414756,gate_40,87,True,False,F
3737,414800,gate_30,31,True,True,A
3738,414906,gate_30,96,True,False,G
3742,415267,gate_30,144,True,True,L
3744,415289,gate_30,38,False,False,A
3746,415376,gate_40,51,True,False,C
3750,415566,gate_30,70,True,False,E
3754,416094,gate_30,134,True,True,K
3755,416152,gate_40,45,True,False,B
3759,416580,gate_40,96,True,False,G
3762,416835,gate_30,121,True,True,J
3764,417079,gate_40,65,False,False,D
3766,417263,gate_40,94,True,True,G
3768,417339,gate_30,120,True,False,J
3770,417578,gate_40,189,True,False,P
3772,417699,gate_40,180,True,True,P
3778,418421,gate_40,56,True,False,C
3779,418453,gate_30,157,False,False,M
3781,418547,gate_30,181,True,True,P
3782,418765,gate_30,50,True,True,C
3786,419275,gate_30,162,True,False,N
3787,419413,gate_40,66,True,True,D
3788,419938,gate_30,88,True,True,F
3816,423012,gate_30,90,True,False,G
3817,423014,gate_30,85,True,False,F
3819,423265,gate_40,78,True,False,E
3822,423766,gate_30,48,True,True,B
3823,423856,gate_30,48,True,False,B
3824,423879,gate_40,92,True,True,G
3825,423996,gate_30,53,False,False,C
3827,424407,gate_40,62,True,True,D
3834,425114,gate_30,55,True,False,C
3840,425471,gate_30,39,False,False,A
3843,425762,gate_30,30,True,False,A
3849,426777,gate_40,75,True,False,E
3851,427420,gate_30,32,False,False,A
3857,427851,gate_30,42,True,False,B
3859,428096,gate_40,91,False,False,G
3863,428253,gate_40,139,False,True,K
3867,428747,gate_40,95,True,False,G
3870,429137,gate_40,152,True,True,M
3874,429532,gate_40,136,True,True,K
3876,429579,gate_40,51,True,False,C
3885,430337,gate_40,41,True,False,B
3887,430406,gate_40,41,True,False,B
3888,430452,gate_40,102,True,False,H
3889,430782,gate_30,166,False,False,N
3890,430913,gate_30,54,True,False,C
3891,430991,gate_40,48,False,False,B
3896,431540,gate_40,75,False,False,E
3905,432658,gate_30,30,False,False,A
3907,432876,gate_30,89,False,False,F
3912,434321,gate_30,51,True,True,C
3921,434889,gate_30,65,True,False,D
3922,435078,gate_40,50,True,False,C
3925,435484,gate_40,135,True,True,K
3929,435957,gate_30,51,True,False,C
3933,436767,gate_30,151,True,True,M
3937,437214,gate_30,95,True,False,G
3938,437247,gate_40,62,True,False,D
3948,437944,gate_40,48,True,False,B
3952,438653,gate_30,107,True,True,H
3954,438794,gate_40,129,True,True,J
3963,439596,gate_30,38,True,False,A
3965,439669,gate_30,150,True,True,M
3967,439715,gate_30,183,True,True,P
3969,439887,gate_40,176,True,True,O
3973,440228,gate_30,132,True,True,K
3974,440275,gate_30,40,True,False,B
3978,440747,gate_40,63,False,False,D
3985,441561,gate_40,178,False,True,O
3987,441632,gate_30,75,False,False,E
3991,442217,gate_30,47,True,False,B
3995,442878,gate_30,97,True,False,G
3999,443040,gate_40,108,True,True,H
4003,443928,gate_40,49,True,False,B
4004,443985,gate_30,38,True,True,A
4011,444439,gate_30,45,True,False,B
4012,444578,gate_40,48,True,False,B
4013,444651,gate_30,108,True,True,H
4015,444760,gate_30,165,True,True,N
4017,444967,gate_30,62,False,True,D
4020,445212,gate_30,41,True,True,B
4021,445228,gate_30,95,True,True,G
4022,445266,gate_30,97,True,True,G
4025,445659,gate_40,58,True,False,C
4027,445875,gate_30,145,True,True,L
4030,446169,gate_40,177,True,True,O
4032,446264,gate_40,49,False,False,B
4034,446500,gate_30,36,True,False,A
4036,446629,gate_40,41,True,False,B
4043,447616,gate_30,82,True,False,F
4065,450082,gate_30,178,True,True,O
4066,450167,gate_30,40,True,False,B
4074,451262,gate_30,112,True,False,I
4075,451326,gate_30,67,True,False,D
4077,451613,gate_30,83,True,True,F
4078,451760,gate_40,105,True,False,H
4081,452068,gate_40,166,True,True,N
4085,452679,gate_40,84,True,True,F
4088,452833,gate_30,60,True,False,D
4090,452928,gate_40,51,True,False,C
4091,453090,gate_30,34,True,False,A
4094,453312,gate_30,76,True,True,E
4102,454657,gate_30,32,True,False,A
4107,455197,gate_40,85,True,False,F
4110,455560,gate_30,34,False,False,A
4115,455881,gate_40,78,True,True,E
4119,456244,gate_30,89,True,False,F
4120,456279,gate_30,58,True,False,C
4125,456718,gate_30,55,True,False,C
4127,457049,gate_40,85,True,False,F
4129,457088,gate_40,55,True,True,C
4132,457459,gate_30,39,True,False,A
4133,457478,gate_40,51,True,False,C
4135,457780,gate_30,95,True,False,G
4136,457890,gate_40,168,True,False,N
4137,458065,gate_40,85,True,True,F
4140,458695,gate_40,165,True,True,N
4141,458869,gate_40,68,True,False,D
4150,460185,gate_30,65,True,True,D
4152,460764,gate_40,83,True,True,F
4155,460952,gate_30,171,True,False,O
4157,461211,gate_40,42,True,False,B
4162,461975,gate_30,56,True,False,C
4168,462624,gate_30,37,True,False,A
4171,463034,gate_40,52,True,False,C
4172,463347,gate_30,59,False,True,C
4173,463374,gate_40,106,True,False,H
4180,464326,gate_30,93,True,True,G
4186,464628,gate_30,42,True,False,B
4191,464934,gate_30,155,True,False,M
4192,465129,gate_40,72,True,False,E
4194,465230,gate_30,50,True,False,C
4195,465618,gate_30,117,True,False,I
4198,465893,gate_30,40,True,False,B
4201,466059,gate_30,31,True,False,A
4207,466900,gate_30,43,True,False,B
4213,467863,gate_30,94,True,True,G
4215,468032,gate_40,99,True,False,G
4220,469092,gate_30,63,True,True,D
4221,469226,gate_40,68,False,False,D
4224,469443,gate_40,65,True,False,D
4229,469829,gate_40,177,True,True,O
4234,470407,gate_30,165,False,False,N
4236,470501,gate_40,55,True,False,C
4242,471190,gate_30,61,True,False,D
4244,471388,gate_30,89,True,True,F
4245,471566,gate_30,31,True,False,A
4247,471853,gate_30,34,False,False,A
4249,472147,gate_30,35,True,False,A
4251,472213,gate_30,76,False,True,E
4253,472402,gate_30,87,True,True,F
4256,472884,gate_30,38,True,False,A
4267,474542,gate_30,111,True,True,I
4280,475370,gate_40,85,True,False,F
4281,475398,gate_40,85,True,False,F
4284,476429,gate_30,81,False,False,F
4285,476646,gate_40,56,False,True,C
4291,477015,gate_30,53,False,False,C
4293,477171,gate_40,59,True,False,C
4294,477391,gate_30,95,True,False,G
4297,477433,gate_30,34,True,False,A
4306,478085,gate_40,158,True,False,M
4309,478374,gate_30,130,True,True,K
4312,478706,gate_30,56,False,False,C
4315,478847,gate_30,117,True,False,I
4318,478888,gate_30,76,True,False,E
4319,478994,gate_30,47,True,False,B
4325,479390,gate_30,32,True,False,A
4326,479410,gate_30,57,True,False,C
4336,480952,gate_30,41,True,True,B
4340,481683,gate_40,88,True,False,F
4345,482056,gate_40,69,True,False,D
4346,482070,gate_30,54,True,False,C
4348,482253,gate_40,81,True,True,F
4349,482368,gate_40,69,True,False,D
4351,482415,gate_40,75,False,False,E
4353,482729,gate_40,48,False,False,B
4357,483511,gate_40,98,True,False,G
4359,483565,gate_40,89,True,True,F
4369,484447,gate_30,71,True,False,E
4370,484834,gate_30,36,True,False,A
4377,486112,gate_30,121,False,True,J
4378,486120,gate_30,51,True,False,C
4388,487083,gate_40,46,True,False,B
4390,487184,gate_30,33,True,False,A
4391,487401,gate_40,114,True,True,I
4397,488127,gate_40,50,True,False,C
4400,488479,gate_30,30,True,False,A
4404,488764,gate_30,38,True,False,A
4408,489306,gate_30,187,False,False,P
4410,489815,gate_30,99,True,False,G
4413,490062,gate_30,153,False,True,M
4418,490566,gate_30,32,False,False,A
4421,491191,gate_30,55,True,False,C
4423,491392,gate_30,32,False,True,A
4424,491515,gate_40,49,False,False,B
4430,492472,gate_40,51,True,False,C
4432,492763,gate_30,39,True,True,A
4435,493066,gate_30,99,True,True,G
4438,493571,gate_40,56,True,False,C
4445,494167,gate_30,34,True,False,A
4446,494206,gate_30,78,True,False,E
4450,495122,gate_30,129,True,False,J
4451,495258,gate_30,129,True,True,J
4453,495497,gate_30,39,False,False,A
4454,495607,gate_40,144,True,False,L
4455,495760,gate_30,67,True,True,D
4461,496821,gate_30,39,True,False,A
4464,497227,gate_40,55,True,False,C
4470,498708,gate_30,77,False,False,E
4472,498982,gate_30,82,True,False,F
4474,499158,gate_40,101,False,True,H
4475,499191,gate_40,42,True,False,B
4476,499218,gate_40,42,False,False,B
4478,499402,gate_30,146,True,False,L
4483,499866,gate_30,37,False,True,A
4486,500191,gate_40,81,True,False,F
4488,500348,gate_40,84,True,False,F
4490,500371,gate_40,61,True,False,D
4491,500444,gate_30,156,True,True,M
4492,500517,gate_40,84,True,False,F
4497,501236,gate_40,143,True,True,L
4498,501307,gate_40,124,True,True,J
4499,501388,gate_40,194,True,False,H
4508,502711,gate_40,182,True,True,P
4512,503163,gate_30,43,True,False,B
4513,503278,gate_40,45,True,False,B
4515,503322,gate_30,60,False,True,D
4517,503655,gate_40,110,True,True,I
4529,505007,gate_30,31,True,False,A
4532,505507,gate_40,42,True,False,B
4533,506434,gate_40,45,False,True,B
4535,506543,gate_40,47,True,True,B
4536,506680,gate_40,72,True,False,E
4541,507314,gate_30,61,False,False,D
4543,507406,gate_40,45,True,False,B
4551,508226,gate_30,43,True,True,B
4552,508253,gate_30,104,True,False,H
4560,508691,gate_30,66,True,False,D
4565,509065,gate_30,51,True,False,C
4574,509651,gate_30,31,False,False,A
4576,509807,gate_40,178,False,True,O
4577,509937,gate_40,112,True,False,I
4579,509949,gate_30,87,True,True,F
4582,510693,gate_40,144,True,False,L
4591,511510,gate_30,119,True,False,I
4594,511800,gate_40,52,True,False,C
4595,512053,gate_40,115,True,False,I
4598,512673,gate_30,105,True,False,H
4600,512733,gate_30,158,True,True,M
4601,512755,gate_40,52,True,True,C
4613,514049,gate_40,110,False,True,I
4621,514779,gate_30,95,False,False,G
4622,514863,gate_30,140,True,False,L
4625,515408,gate_40,91,True,True,G
4626,515466,gate_30,111,True,True,I
4635,517027,gate_30,57,True,True,C
4636,517083,gate_30,82,True,True,F
4637,517143,gate_30,43,False,False,B
4639,517243,gate_30,48,True,True,B
4641,517279,gate_30,89,True,False,F
4648,518663,gate_30,49,False,False,B
4653,519116,gate_30,53,True,False,C
4654,519272,gate_30,30,False,True,A
4659,520537,gate_30,32,True,False,A
4661,520692,gate_30,48,True,False,B
4666,521391,gate_30,42,True,False,B
4672,521819,gate_30,145,True,False,L
4679,522105,gate_40,73,True,False,E
4684,522691,gate_30,67,True,True,D
4685,522699,gate_40,96,True,False,G
4689,523128,gate_40,54,False,False,C
4690,523217,gate_30,34,True,False,A
4692,523512,gate_30,38,True,False,A
4695,523788,gate_30,81,True,False,F
4701,524314,gate_30,32,False,False,A
4703,524508,gate_30,81,False,True,F
4708,524683,gate_40,67,True,False,D
4713,525085,gate_30,41,False,False,B
4714,525230,gate_40,90,True,False,G
4717,525375,gate_30,39,True,False,A
4722,526097,gate_30,76,True,False,E
4724,526184,gate_30,147,True,True,L
4731,526419,gate_30,38,True,True,A
4732,526620,gate_30,155,True,True,M
4734,526839,gate_40,125,True,True,J
4742,527619,gate_40,64,True,False,D
4751,528849,gate_30,115,True,True,I
4755,529495,gate_30,64,True,True,D
4757,529786,gate_30,144,True,True,L
4759,530015,gate_40,82,True,True,F
4760,530075,gate_40,46,True,True,B
4761,530116,gate_40,41,True,False,B
4767,530614,gate_40,90,True,False,G
4768,530653,gate_40,179,False,True,O
4776,531482,gate_40,60,False,False,D
4781,532082,gate_30,31,True,False,A
4784,532674,gate_30,79,False,False,E
4788,533167,gate_30,40,True,False,B
4792,533289,gate_30,166,True,True,N
4793,533366,gate_40,71,True,False,E
4795,533481,gate_30,44,True,False,B
4808,535080,gate_40,41,False,False,B
4813,535405,gate_30,178,True,True,O
